Case Number,Date,Type,Country,Sex ,Age,Fatal (Y/N)
1992.11.23,1992-11-23,Unprovoked,USA,M,24,N
1992.11.25.a,1992-11-25,Unprovoked,USA,M,19,N
1992.11.29,1992-11-29,Unprovoked,USA,M,31,N
1992.12.23,1992-12-23,Unprovoked,USA,M,30,N
1992.12.28,1992-12-28,Unprovoked,USA,M,10,N
1993.01.02,1993-01-02,Unprovoked,USA,M,29,N
1993.01.05,1993-01-05,Unprovoked,AUSTRALIA,M,21,N
1993.01.23,1993-01-23,Unprovoked,BRAZIL,M,15,N
1993.02.04,1993-02-04,Provoked,AUSTRALIA,M,69,N
1993.02.18,1993-02-18,Sea Disaster,TONGA,M,0,N
1993.02.19,1993-02-19,Sea Disaster,TONGA,M,0,N
1910.11.28,1910-11-28,Provoked,ATLANTIC OCEAN,M,0,N
1993.03.12,1993-03-12,Unprovoked,USA,M,55,N
1993.03.14,1993-03-14,Unprovoked,USA,M,35,N
1993.03.17,1993-03-17,Unprovoked,JAPAN,UNIDENTIFIED,0,N
1993.03.22,1993-03-22,Unprovoked,USA,M,25,N
1993.03.27,1993-03-27,Unprovoked,BRAZIL,M,0,N
1993.04.00,1993-04-01,Unknown,AUSTRALIA,M,32,N
1993.05.00.a,1993-05-01,Unprovoked,SOMALIA,F,0,Y
1993.06.01,1993-06-01,Unprovoked,HONG KONG,M,42,Y
1993.06.05,1993-06-05,Unprovoked,AUSTRALIA,F,34,Y
1993.06.09,1993-06-09,Unprovoked,AUSTRALIA,M,31,Y
1993.06.10,1993-06-10,Unprovoked,USA,M,22,N
1993.06.11.b,1993-06-11,Unprovoked,HONG KONG,M,61,Y
1993.06.11.a,1993-06-11,Unprovoked,MEXICO,F,42,Y
1993.00.00.b,1993-06-15,Unprovoked,TONGA,UNIDENTIFIED,30,N
1993.00.00.a,1993-06-15,Unprovoked,USA,UNIDENTIFIED,0,N
1993.06.29,1993-06-29,Unprovoked,REUNION,M,16,N
1993.06.30,1993-06-30,Unprovoked,BRAZIL,M,0,Y
1993.07.07,1993-07-07,Unprovoked,USA,F,12,N
1993.07.30,1993-07-30,Unprovoked,SOUTH AFRICA,M,28,N
1993.08.00.a,1993-08-01,Boating,EL SALVADOR,UNIDENTIFIED,0,Y
1951.10.05,1951-10-05,Unknown,ATLANTIC OCEAN,UNIDENTIFIED,0,N
1993.08.12,1993-08-12,Unprovoked,USA,M,39,N
1993.08.14,1993-08-14,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1993.08.15.b,1993-08-15,Boating,USA,UNIDENTIFIED,0,N
1993.08.15.a,1993-08-15,Unprovoked,USA,F,19,N
1993.08.19,1993-08-19,Unprovoked,USA,M,0,N
1993.08.19.R,1993-08-19,Unprovoked,USA,UNIDENTIFIED,13,N
1993.08.21,1993-08-21,Unprovoked,BAHAMAS,M,51,N
1993.09.03,1993-09-03,Unprovoked,SPAIN,M,69,N
1993.09.09,1993-09-09,Unprovoked,USA,M,16,N
1993.09.14,1993-09-14,Unprovoked,USA,M,19,N
1993.09.16.b,1993-09-16,Unprovoked,EL SALVADOR,UNIDENTIFIED,15,N
1993.09.16.a,1993-09-16,Unprovoked,EL SALVADOR,M,17,Y
1993.09.26,1993-09-26,Unprovoked,SOUTH AFRICA,M,36,N
1993.09.30,1993-09-30,Unprovoked,SOMALIA,M,21,Y
1993.10.00,1993-10-01,Unprovoked,USA,UNIDENTIFIED,0,N
1993.10.10,1993-10-10,Boating,USA,F,34,N
1993.10.26,1993-10-26,Unprovoked,USA,F,26,N
1993.10.30,1993-10-30,Unprovoked,USA,M,26,N
1993.11.00,1993-11-01,Unprovoked,SOMALIA,M,0,Y
1993.11.12,1993-11-12,Unprovoked,USA,M,0,N
1993.11.21,1993-11-21,Unprovoked,AUSTRALIA,M,27,Y
1993.11.28,1993-11-28,Unprovoked,USA,M,30,N
1993.12.00,1993-12-01,Unprovoked,USA,M,0,Y
1994.01.03,1994-01-03,Unprovoked,SOUTH AFRICA,M,33,N
1994.01.09,1994-01-09,Unprovoked,AUSTRALIA,M,23,N
1994.01.12.R,1994-01-12,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1994.01.30,1994-01-30,Unprovoked,SOUTH AFRICA,M,44,N
1994.01.31.a,1994-01-31,Unprovoked,USA,M,0,Y
1994.01.31.b,1994-01-31,Unprovoked,BRAZIL,M,0,N
1955.08.00.c,1955-08-01,Unprovoked,ATLANTIC OCEAN,M,15,N
1994.02.12,1994-02-12,Unprovoked,SOUTH AFRICA,M,15,N
1994.02.13,1994-02-13,Provoked,USA,M,0,N
1994.02.19,1994-02-19,Unprovoked,USA,M,23,N
1994.02.27,1994-02-27,Unprovoked,SOUTH AFRICA,M,0,N
1994.03.01,1994-03-01,Unprovoked,BRAZIL,M,25,N
1994.03.07,1994-03-07,Provoked,USA,M,33,N
1994.03.23.b,1994-03-23,Unprovoked,CHILE,F,19,N
1994.03.23.a,1994-03-23,Unprovoked,CHILE,M,0,N
1994.04.02,1994-04-02,Unprovoked,SOUTH AFRICA,M,0,Y
1994.04.03,1994-04-03,Unprovoked,USA,M,71,N
1994.04.15,1994-04-15,Unprovoked,REUNION,UNIDENTIFIED,0,Y
1994.04.16,1994-04-16,Unknown,USA,F,25,Y
1994.05.15,1994-05-15,Unprovoked,USA,M,22,N
1994.05.23,1994-05-23,Unprovoked,USA,M,26,N
1994.05.24,1994-05-24,Unprovoked,USA,F,36,N
1994.05.28,1994-05-28,Unprovoked,USA,M,35,N
1994.05.31.a,1994-05-31,Unprovoked,USA,M,28,N
1994.05.31.b,1994-05-31,Unprovoked,USA,M,24,N
1994.00.00.a,1994-06-16,Unprovoked,USA,M,0,N
1994.06.24,1994-06-24,Unprovoked,BAHAMAS,M,30,N
1994.07.08.b,1994-07-08,Unprovoked,BRAZIL,M,0,N
1994.07.08.a,1994-07-08,Unprovoked,USA,M,15,N
1994.07.09.d,1994-07-09,Unprovoked,BRAZIL,M,0,Y
1994.07.09.a,1994-07-09,Unprovoked,SOUTH AFRICA,M,31,N
1994.07.09.c,1994-07-09,Unprovoked,REUNION,M,24,Y
1994.07.09.b,1994-07-09,Unprovoked,SOUTH AFRICA,M,22,Y
1994.07.24,1994-07-24,Unprovoked,BRAZIL,M,15,N
1994.08.22,1994-08-22,Unprovoked,JAPAN,UNIDENTIFIED,0,N
1994.09.05,1994-09-05,Unprovoked,USA,F,12,N
1994.09.21,1994-09-21,Unprovoked,USA,M,43,N
1994.09.26,1994-09-26,Unprovoked,USA,F,30,N
1994.10.05,1994-10-05,Unprovoked,USA,M,16,N
1994.10.08,1994-10-09,Provoked,USA,F,9,N
1994.10.17,1994-10-17,Unprovoked,BRAZIL,M,0,N
1994.10.18,1994-10-18,Unprovoked,BRAZIL,UNIDENTIFIED,0,N
1994.11.06.a,1994-11-06,Unprovoked,USA,UNIDENTIFIED,0,N
1994.11.13,1994-11-13,Unprovoked,USA,F,34,N
1994.11.25.a,1994-11-25,Unprovoked,SOUTH AFRICA,M,0,N
1994.12.01,1994-12-01,Unprovoked,BRAZIL,M,0,Y
1994.12.09.a,1994-12-09,Unprovoked,USA,M,42,Y
1994.12.09.b,1994-12-09,Unknown,AUSTRALIA,M,44,N
1994.12.10,1994-12-10,Unprovoked,VANUATU,UNIDENTIFIED,0,UNKNOWN
1994.12.11,1994-12-11,Unprovoked,BRAZIL,M,0,N
1994.12.13,1994-12-13,Unprovoked,BRAZIL,M,0,N
1994.12.18,1994-12-18,Unprovoked,USA,UNIDENTIFIED,0,N
1994.12.30,1994-12-30,Unprovoked,SOUTH AFRICA,M,26,N
1995.01.02,1995-01-02,Unprovoked,BRAZIL,M,17,N
1995.01.24,1995-01-24,Unprovoked,SOUTH AFRICA,M,14,Y
1995.02.00,1995-02-01,Unprovoked,VENEZUELA,M,0,N
1995.02.19,1995-02-19,Unprovoked,SOUTH AFRICA,M,22,N
1995.03.05,1995-03-05,Unprovoked,BRAZIL,UNIDENTIFIED,0,Y
1995.03.11,1995-03-11,Unprovoked,AUSTRALIA,M,35,N
1995.03.21,1995-03-21,Unprovoked,AUSTRALIA,F,0,N
1995.04.09.a,1995-04-09,Unprovoked,JAPAN,M,47,Y
1995.04.09.b,1995-04-09,Unprovoked,AUSTRALIA,M,0,N
1995.04.13,1995-04-13,Unprovoked,USA,M,20,N
1995.04.16,1995-04-16,Unknown,USA,M,12,N
1995.05.12,1995-05-12,Unprovoked,SOUTH KOREA,F,44,Y
1995.05.18,1995-05-18,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1995.05.24,1995-05-24,Unprovoked,FIJI,M,69,Y
1995.05.26,1995-05-26,Unprovoked,USA,M,15,N
1995.05.31,1995-05-31,Unprovoked,HONG KONG,UNIDENTIFIED,44,Y
1995.06.02,1995-06-02,Unprovoked,HONG KONG,M,29,Y
1995.06.13,1995-06-13,Unprovoked,HONG KONG,F,45,Y
1995.06.14,1995-06-14,Unprovoked,USA,M,38,N
1995.06.16,1995-06-16,Unprovoked,USA,F,10,N
1995.00.00.c,1995-06-17,Unknown,USA,M,0,Y
1995.00.00.d,1995-06-17,Provoked,AUSTRALIA,M,0,N
1995.00.00.e,1995-06-17,Unknown,SOUTH AFRICA,M,33,N
1995.00.00.b,1995-06-17,Unprovoked,USA,M,0,UNKNOWN
1995.06.17.b,1995-06-17,Unprovoked,USA,M,0,N
1995.06.17.a,1995-06-17,Unprovoked,USA,M,45,N
1995.06.23,1995-06-23,Unprovoked,USA,M,13,N
1995.06.24,1995-06-24,Unprovoked,USA,F,0,N
1995.06.30,1995-06-30,Unprovoked,USA,M,31,N
1995.07.03,1995-07-03,Provoked,USA,F,32,N
1995.07.06,1995-07-06,Unprovoked,USA,M,34,N
1995.07.07,1995-07-07,Unprovoked,BRAZIL,M,18,Y
1995.07.23,1995-07-23,Unprovoked,USA,M,47,N
1995.07.24,1995-07-24,Unprovoked,USA,F,7,N
1995.07.28.c,1995-07-28,Unprovoked,USA,M,18,N
1995.07.28.b,1995-07-28,Unprovoked,USA,M,18,N
1995.07.28.a,1995-07-28,Unprovoked,USA,M,12,N
1995.07.28.e,1995-07-28,Unprovoked,USA,M,0,N
1995.07.28.d,1995-07-28,Unprovoked,USA,M,0,N
1995.08.01,1995-08-01,Unknown,TONGA,M,0,N
1995.08.00,1995-08-01,Unknown,USA,M,0,N
1995.08.07,1995-08-07,Unprovoked,USA,M,12,N
1995.08.10.a,1995-08-10,Unprovoked,USA,F,14,N
1995.08.10.b,1995-08-10,Unprovoked,USA,M,20,N
1995.08.13.a,1995-08-13,Unknown,USA,M,15,Y
1995.08.15,1995-08-15,Unprovoked,USA,M,20,N
1995.08.19,1995-08-19,Unprovoked,TONGA,M,18,N
1995.08.21,1995-08-21,Unprovoked,USA,UNIDENTIFIED,0,N
1995.08.22.c,1995-08-22,Unprovoked,USA,M,23,N
1995.08.22.a,1995-08-22,Unprovoked,USA,M,19,N
1995.08.25,1995-08-25,Unprovoked,USA,M,16,N
1995.08.26/b,1995-08-26,Unprovoked,USA,M,16,N
1995.08.26.a,1995-08-26,Unprovoked,USA,M,18,N
1995.08.27,1995-08-27,Unprovoked,BRAZIL,M,0,N
1995.08.31.a,1995-08-31,Unprovoked,USA,M,44,N
1995.08.31.b,1995-08-31,Unprovoked,USA,M,19,N
1995.09.03.b,1995-09-03,Unprovoked,USA,M,32,N
1995.09.03.a,1995-09-03,Unknown,USA,M,9,N
1995.09.11,1995-09-11,Unprovoked,AUSTRALIA,M,29,Y
1995.09.13,1995-09-13,Unprovoked,USA,M,25,Y
1995.09.16,1995-09-16,Unprovoked,REUNION,M,0,Y
1995.09.17,1995-09-17,Unprovoked,USA,F,19,N
1995.09.19.,1995-09-19,Unprovoked,USA,M,19,N
1995.09.28,1995-09-28,Unprovoked,USA,M,25,N
1995.09.30.b,1995-09-30,Unprovoked,USA,M,14,N
1995.09.30.a,1995-09-30,Unprovoked,USA,M,17,N
1995.10.01,1995-10-01,Unprovoked,USA,M,39,N
1995.10.11,1995-10-11,Unprovoked,AUSTRALIA,F,15,N
1995.10.21,1995-10-21,Unprovoked,USA,M,17,N
1995.10.28.R,1995-10-28,Unprovoked,USA,M,13,N
1995.11.29,1995-11-11,Unprovoked,NEW ZEALAND,M,22,N
1995.11.17,1995-11-17,Unprovoked,AUSTRALIA,M,0,N
1944.06.23,1944-06-23,Unknown,PACIFIC OCEAN,M,0,N
1995.11.25.b,1995-11-25,Unknown,USA,M,0,N
1995.12.18,1995-12-18,Unprovoked,USA,M,0,UNKNOWN
1996.01.10,1996-01-10,Unprovoked,REUNION,M,25,Y
1996.01.12,1996-01-12,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1996.01.14.b,1996-01-14,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1996.01.16,1996-01-16,Unprovoked,USA,M,53,N
1996.01.22,1996-01-22,Unprovoked,AUSTRALIA,F,13,N
1996.01.23,1996-01-23,Provoked,USA,M,33,N
1996.02.04,1996-02-04,Unprovoked,AUSTRALIA,M,7,N
1996.02.05,1996-02-05,Sea Disaster,DOMINICAN REPUBLIC,UNIDENTIFIED,0,Y
1996.02.10.c,1996-02-09,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1996.02.10.b,1996-02-09,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,N
1996.02.10.a,1996-02-09,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,14,Y
1996.02.19.R,1996-02-19,Provoked,USA,F,32,N
1996.02.26,1996-02-26,Unprovoked,AUSTRALIA,M,24,N
1996.03.00,1996-03-01,Unprovoked,AUSTRALIA,M,7,N
1996.03.05,1996-03-05,Unprovoked,AUSTRALIA,F,47,N
1996.04.07,1996-04-07,Unprovoked,BRAZIL,M,0,Y
1996.04.25.a,1996-04-25,Unprovoked,AUSTRALIA,F,16,N
1996.04.25.b,1996-04-25,Unprovoked,AUSTRALIA,M,11,N
1996.04.28.b,1996-04-28,Unprovoked,USA,M,0,UNKNOWN
1996.05.07,1996-05-07,Unprovoked,USA,M,27,N
1996.05.10,1996-05-10,Unprovoked,SOUTH KOREA,M,33,Y
1996.05.18,1996-05-18,Unprovoked,USA,M,22,N
1996.05.24,1996-05-24,Unknown,AUSTRALIA,M,45,Y
1996.05.28,1996-05-28,Unprovoked,SOUTH AFRICA,M,17,N
1996.06.04,1996-06-04,Unprovoked,SOUTH AFRICA,M,0,N
1996.06.06,1996-06-06,Unprovoked,AUSTRALIA,M,0,N
1996.00.00.b,1996-06-18,Unprovoked,FIJI,M,0,Y
1996.00.00.a,1996-06-18,Unprovoked,USA,M,0,N
1996.06.25,1996-06-25,Unprovoked,USA,F,24,N
1996.07.04.b,1996-07-04,Unprovoked,USA,F,63,N
1996.07.04.a,1996-07-04,Unprovoked,BAHAMAS,M,24,N
1996.07.10,1996-07-10,Unprovoked,USA,M,18,N
1996.07.14,1996-07-14,Unprovoked,USA,UNIDENTIFIED,0,UNKNOWN
1996.07.20,1996-07-20,Unprovoked,USA,M,9,N
1996.07.21,1996-07-21,Unprovoked,USA,M,46,N
1948.12.05,1948-12-05,Sea Disaster,PACIFIC OCEAN,M,0,Y
1996.07.23.b,1996-07-23,Unprovoked,OKINAWA,M,52,Y
1996.07.26,1996-07-26,Unprovoked,USA,F,8,N
1996.08.11,1996-08-11,Unprovoked,USA,M,21,N
1996.08.13,1996-08-13,Unprovoked,USA,M,36,N
1996.08.29,1996-08-29,Unprovoked,USA,M,19,N
1996.09.01.a,1996-09-01,Provoked,SOUTH AFRICA,M,29,N
1996.09.01.b,1996-09-01,Unknown,USA,F,28,N
1996.09.02.a,1996-09-02,Unprovoked,USA,M,28,N
1996.09.02.b,1996-09-02,Unprovoked,USA,M,5,N
1996.09.06.a,1996-09-06,Unprovoked,USA,M,19,N
1996.09.06.b,1996-09-06,Unprovoked,NEW ZEALAND,M,23,N
1996.09.18,1996-09-18,Unprovoked,USA,M,14,N
1996.10.00,1996-10-01,Unprovoked,BRAZIL,UNIDENTIFIED,0,N
1996.10.03.b,1996-10-03,Unprovoked,USA,M,21,N
1996.10.03.a,1996-10-03,Unprovoked,USA,M,31,N
1996.10.05.,1996-10-05,Unprovoked,USA,M,22,N
1996.10.09,1996-10-09,Unprovoked,OKINAWA,M,0,Y
1996.10.28.b,1996-10-28,Unprovoked,BRAZIL,UNIDENTIFIED,0,N
1996.10.28.a,1996-10-28,Unprovoked,BRAZIL,M,0,N
1996.11.18,1996-11-18,Unprovoked,USA,M,26,N
1996.11.29.a,1996-11-29,Unprovoked,USA,M,45,N
1955.09.23.a,1955-09-23,Sea Disaster,PACIFIC OCEAN,M,0,N
1955.09.23.b,1955-09-23,Sea Disaster,PACIFIC OCEAN,M,0,Y
1996.12.10,1996-12-10,Unprovoked,SOUTH AFRICA,M,0,N
1996.12.29,1996-12-29,Unprovoked,AUSTRALIA,M,18,UNKNOWN
1997.01.01,1997-01-01,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1997.01.03.a,1997-01-03,Unprovoked,REUNION,M,0,Y
1997.01.20,1997-01-20,Unprovoked,AUSTRALIA,M,41,Y
1997.01.25,1997-01-25,Unprovoked,AUSTRALIA,M,27,N
1997.02.03,1997-02-03,Boating,AUSTRALIA,F,49,N
1997.02.20,1997-02-20,Unprovoked,REUNION,M,0,N
1997.02.21,1997-02-21,Unprovoked,USA,M,0,UNKNOWN
1997.02.28.a,1997-02-28,Unprovoked,AUSTRALIA,M,30,N
1997.02.28.b,1997-02-28,Unprovoked,AUSTRALIA,F,21,N
1997.04.20,1997-04-20,Unprovoked,BRAZIL,M,22,N
1997.05.17,1997-05-17,Unprovoked,BAHAMAS,M,0,N
1997.05.26,1997-05-26,Unprovoked,BAHAMAS,M,54,N
1997.05.31.a,1997-05-31,Unprovoked,USA,M,12,N
1997.05.31.b,1997-05-31,Unprovoked,USA,M,34,N
1997.05.31.c,1997-05-31,Unprovoked,USA,M,35,N
1997.06.02,1997-06-02,Unprovoked,USA,M,33,N
1997.06.07,1997-06-07,Unprovoked,BRAZIL,M,0,UNKNOWN
1997.06.09,1997-06-09,Unprovoked,USA,M,18,N
1997.06.15,1997-06-15,Unprovoked,FIJI,F,47,N
1997.06.24,1997-06-24,Unprovoked,USA,M,0,N
1997.07.02.R,1997-07-02,Unprovoked,BRAZIL,UNIDENTIFIED,0,N
1997.07.12,1997-07-12,Unprovoked,OKINAWA,M,55,Y
1997.07.14,1997-07-14,Unprovoked,USA,M,50,N
1997.07.17,1997-07-17,Unprovoked,BRAZIL,M,0,N
1997.07.21,1997-07-21,Unprovoked,SOUTH AFRICA,M,25,Y
1997.07.27,1997-07-27,Unprovoked,AUSTRALIA,M,19,N
1997.08.02.b,1997-08-02,Unprovoked,USA,M,17,N
1997.08.02.a,1997-08-02,Unprovoked,USA,M,19,N
1997.08.04,1997-08-04,Unprovoked,USA,M,0,N
1997.08.05,1997-08-05,Unprovoked,USA,F,10,N
1997.08.09,1997-08-09,Unprovoked,USA,M,0,N
1997.08.10,1997-08-10,Unprovoked,USA,M,17,N
1997.08.11.b,1997-08-11,Unprovoked,EGYPT,M,17,N
1997.08.11.a,1997-08-11,Unprovoked,EGYPT,M,16,Y
1997.08.11.c,1997-08-11,Unprovoked,USA,F,12,N
1997.08.14.b,1997-08-14,Unknown,MEXICO,M,28,Y
1997.08.14.a,1997-08-14,Unprovoked,MEXICO,M,33,Y
1997.08.24,1997-08-24,Unprovoked,USA,M,29,N
1997.08.27,1997-08-27,Unprovoked,USA,M,22,N
1997.08.30,1997-08-30,Unprovoked,USA,M,18,N
1997.09.06,1997-09-06,Unprovoked,USA,M,20,N
1997.09.08,1997-09-08,Unprovoked,USA,UNIDENTIFIED,17,N
1997.09.09,1997-09-09,Unprovoked,USA,M,12,N
1997.09.16,1997-09-16,Unprovoked,BRAZIL,M,20,Y
1997.10.04,1997-10-04,Unprovoked,USA,F,14,N
1997.10.11.R,1997-10-11,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1997.10.21,1997-10-21,Unprovoked,USA,M,12,N
1997.10.24,1997-10-24,Unprovoked,USA,M,23,N
1997.10.28.b,1997-10-28,Unprovoked,AUSTRALIA,M,51,N
1997.10.28.a,1997-10-28,Unprovoked,USA,M,19,N
1997.11.05,1997-11-05,Unknown,AUSTRALIA,M,21,Y
1997.11.05.R,1997-11-05,Unprovoked,USA,M,32,N
1997.11.09,1997-11-09,Unprovoked,AUSTRALIA,M,42,N
1997.12.25.a,1997-12-25,Unprovoked,USA,M,8,N
1997.12.25.b,1997-12-25,Unknown,USA,F,29,N
1997.12.28.b,1997-12-28,Unprovoked,SOUTH AFRICA,M,39,Y
1997.12.28.a,1997-12-28,Unprovoked,SOUTH AFRICA,M,0,N
1961.03.09,1961-03-09,Unprovoked,PACIFIC OCEAN,M,33,N
1998.01.14,1998-01-14,Unprovoked,MOZAMBIQUE,M,23,N
1998.01.17,1998-01-17,Unprovoked,AUSTRALIA,M,0,N
1998.01.25.a,1998-01-25,Unprovoked,SOUTH AFRICA,M,21,N
1998.01.25.b,1998-01-25,Unprovoked,REUNION,M,0,Y
1998.01.28.R ,1998-01-28,Unknown,AUSTRALIA,M,31,Y
1998.02.23,1998-02-23,Unprovoked,USA,M,0,N
1998.03.08.a,1998-03-08,Unprovoked,USA,M,32,N
1998.03.15,1998-03-15,Unprovoked,SOUTH AFRICA,M,33,N
1998.03.31,1998-03-31,Unprovoked,USA,M,40,N
1963.10.15,1963-10-15,Provoked,PACIFIC OCEAN,M,20,N
1998.04.01,1998-04-01,Unprovoked,BRAZIL,M,0,Y
1998.04.17,1998-04-17,Provoked,USA,M,16,N
1998.04.21,1998-04-21,Unprovoked,USA,M,50,N
1998.04.26,1998-04-26,Unprovoked,MOZAMBIQUE,F,35,Y
1998.05.16.c,1998-05-16,Unprovoked,USA,F,14,N
1998.05.16.a,1998-05-16,Unprovoked,SOUTH AFRICA,M,22,N
1998.05.16.b,1998-05-16,Unprovoked,USA,M,24,N
1998.05.25,1998-05-25,Unprovoked,USA,M,40,N
1998.05.29.a,1998-05-29,Unprovoked,SOUTH AFRICA,M,16,N
1998.05.29.b,1998-05-29,Unprovoked,SOUTH AFRICA,M,15,N
1998.05.30,1998-05-30,Unprovoked,SOUTH AFRICA,M,17,N
1998.06.05,1998-06-05,Unprovoked,SOUTH AFRICA,M,0,N
1998.06.08,1998-06-08,Unprovoked,USA,M,18,N
1998.00.00.c,1998-06-20,Unprovoked,SOUTH AFRICA,M,28,Y
1998.00.00.a,1998-06-20,Unprovoked,USA,M,0,N
1998.00.00.b,1998-06-20,Unprovoked,REUNION,UNIDENTIFIED,0,Y
1998.06.22,1998-06-22,Unprovoked,SOUTH AFRICA,M,20,Y
1998.06.28.a,1998-06-28,Unprovoked,AUSTRALIA,M,26,Y
1998.07.06.a,1998-07-06,Unprovoked,SOUTH AFRICA,M,10,N
1998.07.06.b,1998-07-06,Unprovoked,SOUTH AFRICA,M,47,N
1998.07.11,1998-07-11,Unprovoked,SOUTH AFRICA,M,16,N
1998.07.25,1998-07-25,Unprovoked,USA,M,13,N
1998.07.26,1998-07-26,Unprovoked,BRAZIL,M,0,N
1998.08.01.a,1998-08-01,Unprovoked,SOUTH AFRICA,M,24,N
1998.08.01.b,1998-08-01,Unprovoked,SOUTH AFRICA,M,19,N
1998.08.12,1998-08-12,Provoked,SOUTH AFRICA,M,0,N
1998.08.13,1998-08-13,Unprovoked,USA,M,11,N
1998.08.15,1998-08-15,Unprovoked,BAHAMAS,M,28,N
1998.08.23.R,1998-08-23,Unprovoked,USA,M,0,N
1998.08.26,1998-08-26,Unprovoked,USA,M,16,N
1998.08.30,1998-08-30,Unprovoked,USA,M,26,N
1998.09.00,1998-09-01,Provoked,SENEGAL,M,25,N
1998.09.14,1998-09-14,Unprovoked,USA,M,28,N
1998.09.16.R,1998-09-16,Unprovoked,SOUTH AFRICA,M,0,N
1998.09.22,1998-09-22,Unprovoked,USA,M,18,N
1998.09.27,1998-09-27,Unprovoked,USA,M,6,N
1998.10.01.b,1998-10-01,Unprovoked,REUNION,UNIDENTIFIED,0,N
1998.10.01.a,1998-10-01,Unprovoked,USA,M,28,N
1998.10.04,1998-10-04,Unprovoked,BRAZIL,M,17,N
1998.10.10,1998-10-10,Unprovoked,USA,M,0,N
1998.10.18,1998-10-18,Unprovoked,SOUTH AFRICA,M,30,N
1998.10.24,1998-10-24,Unprovoked,USA,F,17,N
1998.11.02.b,1998-11-02,Provoked,JAPAN,M,52,N
1998.11.02.a,1998-11-02,Unprovoked,BRAZIL,M,22,Y
1998.11.05,1998-11-05,Unprovoked,USA,M,32,N
1998.11.11,1998-11-11,Unprovoked,USA,M,13,N
1998.11.14,1998-11-14,Unprovoked,USA,M,14,N
1998.11.21,1998-11-21,Unprovoked,USA,M,9,Y
1998.12.15,1998-12-15,Unprovoked,AUSTRALIA,F,21,N
1998.12.18,1998-12-18,Unprovoked,SOUTH AFRICA,M,14,N
1998.12.20.R,1998-12-20,Unprovoked,SOUTH AFRICA,M,18,N
1998.12.22,1998-12-22,Unprovoked,AUSTRALIA,F,21,N
1998.12.24,1998-12-24,Provoked,USA,M,19,N
1999.01.07,1999-01-01,Boating,NEW ZEALAND,UNIDENTIFIED,0,N
1999.01.03,1999-01-03,Unprovoked,REUNION,UNIDENTIFIED,0,Y
1999.01.03.R,1999-01-03,Unknown,AUSTRALIA,F,37,N
1999.01.13,1999-01-13,Unprovoked,SOUTH AFRICA,M,0,N
1999.01.29,1999-01-29,Unprovoked,MAURITIUS,M,47,N
1999.02.03,1999-02-03,Unprovoked,USA,M,25,N
1999.02.23,1999-02-23,Unprovoked,AUSTRALIA,M,35,N
1999.02.26.R,1999-02-26,Boating,USA,UNIDENTIFIED,0,N
1999.03.05,1999-03-05,Unprovoked,USA,F,29,N
1999.03.08,1999-03-08,Unprovoked,USA,M,18,N
1995.11.25.a,1995-11-25,Unprovoked,ARABIAN SEA,M,0,N
1999.03.14.a,1999-03-14,Provoked,NEW ZEALAND,M,28,N
1999.03.18.b,1999-03-18,Provoked,BRAZIL,M,0,N
1999.03.18.a,1999-03-18,Unprovoked,USA,F,29,Y
1999.03.18.R,1999-03-18,Unprovoked,NEW ZEALAND,M,0,N
1999.04.01,1999-04-01,Unprovoked,USA,M,14,N
1999.04.11,1999-04-11,Unprovoked,REUNION,M,52,Y
1999.04.22,1999-04-22,Unprovoked,MAURITIUS,F,41,N
1999.05.01,1999-05-01,Unprovoked,BRAZIL,M,21,N
1999.05.29,1999-05-29,Unprovoked,AUSTRALIA,M,22,Y
1999.06.09,1999-06-09,Unprovoked,USA,M,5,N
1999.06.12,1999-06-12,Unprovoked,USA,M,41,N
1999.06.17,1999-06-17,Unprovoked,USA,M,21,N
1999.06.19,1999-06-19,Unprovoked,USA,M,20,N
1999.00.00.b,1999-06-21,Unprovoked,SOUTH AFRICA,M,30,N
1999.00.00.a,1999-06-21,Unknown,USA,M,0,N
1999.07.03,1999-07-03,Unprovoked,SOUTH AFRICA,M,29,N
1999.07.04,1999-07-04,Unprovoked,USA,F,30,N
1999.07.06,1999-07-06,Unprovoked,USA,M,0,N
1999.07.15,1999-07-15,Unprovoked,SOUTH AFRICA,M,14,Y
1999.07.21,1999-07-21,Unprovoked,USA,M,43,N
1999.07.26,1999-07-26,Unprovoked,USA,M,43,N
1999.07.29,1999-07-29,Unprovoked,SOUTH AFRICA,M,42,N
1999.08.05,1999-08-05,Unprovoked,BAHAMAS,M,35,N
1999.08.05.a,1999-08-05,Unprovoked,USA,M,62,N
1999.08.16,1999-08-16,Unprovoked,USA,M,10,N
1999.08.21,1999-08-21,Unprovoked,USA,M,17,N
1999.08.23,1999-08-23,Unprovoked,MARSHALL ISLANDS,M,23,N
